"id","profileName","text","date","title","rating","images","helpful","Colour Name","Pattern Name"
"R30MRWQ35DH2IR","Tobi","Der ""JBL Charge 5"" hält in allen Punkten was er verspricht! Pünktliche Lieferung (am Folgetag der Bestellung) wie immer. Satter Sound wann und wo immer man will. Die Akku-Laufzeit ist völlig ausreichend, habe allerdings die 20 Stunden noch nicht geschafft. Wasserdichtigkeit noch nicht getestet. Auf jeden Fall weiterzuempfehlen!","Reviewed in Germany 🇩🇪 on 20 May 2023","Wie erwartet !",5,"","3","black","Single"
"ROKVGA4ELRZY3","A.","Die Box war ein Geschenk und ist sehr gut angekommen. Der Beschenkte ist sehr zufrieden.","Reviewed in Germany 🇩🇪 on 27 May 2023","Super Qualität",5,"",1,"black","Single"
"R1PXBQJUUN1VVO","Drea2310","Super Sound für ""wenig"" Geld","Reviewed in Germany 🇩🇪 on 4 June 2023","Super Sound",5,"",0,"black","Single"
"RG7OUD5TURFUT","Amazon Kunde","alles super","Reviewed in Germany 🇩🇪 on 2 June 2023","JBL Charge 5",5,"",0,"black","Single"
"R1E16NOZGSFJHF","Ahmad","Extremely clear sound and great Bass. you cant put the volume 100% because its really loud.","Reviewed in Germany 🇩🇪 on 23 May 2023","If you are looking for a good Speaker",5,"",0,"black","Single"
"RO9O4L9PFYKLH","Nasarov","Kan ich gerne weiter empfehlen guter und sauberer Klang rabust und mann kann die überall mitnehmen.","Reviewed in Germany 🇩🇪 on 29 May 2023","Weiter empfehlbar",5,"","2","black","Single"
"R1DT8Q13N8MFGJ","Amazon Kunde","Die Musikbox hat einen sehr guten Ton und Bass. Bei der Akkulaufzeit lässt sich auch nichts bemängeln und sie lässt sich ohne Probleme mit den Geräten verbinden. Wasserfest hab ich noch nicht getestet 😅","Reviewed in Germany 🇩🇪 on 16 May 2023","Top!",5,"","2","black","Single"
"R2XOVVKW3EWNJ3","Privat","War skeptisch ob die kleine Box was taugt aber nach dem anmachen Wow was ein satter Sound und Bass.Kann ich nur weiter empfehlen","Reviewed in Germany 🇩🇪 on 18 May 2023","Kleine Box mit dem Wow Effekt",5,"",1,"black","Single"
"R23GRFRP70UX5J","S. Thomas","Die Qualität begründet den Preis. Guter Klang. Gute Handhabung","Reviewed in Germany 🇩🇪 on 25 May 2023","Gute Qualität und toller Klang",5,"",0,"black","Single"
"R57CVQR7GQ1VN","tim","....","Reviewed in Germany 🇩🇪 on 31 May 2023","Top",5,"",0,"black","Single"
"R2UTMS8VZCVB5J","Gerald","Ob im Garten Pool oder bei der ArbeitER ist immer dabei!!Spitzten Geschenk war das von mirSehr zu empfehlen gute Marke guter Preis","Reviewed in Germany 🇩🇪 on 11 May 2023","Mein Schatz ist noch immer voll zufrieden",5,"",0,"black","Single"
"R19VV6BK3BE15Y","Tess","Abgesehen vom neuen JBL Logo, eine super Box.","Reviewed in Germany 🇩🇪 on 9 June 2023","4/5",4,"",0,"black","Single"
"R1WCTZ2S2T9JK2","Karina","Sehr guter Klang","Reviewed in Germany 🇩🇪 on 23 May 2023","Gut",5,"",0,"black","Single"
"R12G3CJW6VQ834","Furkan","Super Bass voller Klang und schöne Sache dein Handy nebenbei Aufladen zu können und die box ist Wasserfest.","Reviewed in Germany 🇩🇪 on 13 May 2023","Hammer Ding",5,"",0,"black","Single"
"RGMW1V8IUXTXS","Bianca ","Super Sound, mein Kind ist begeistert...","Reviewed in Germany 🇩🇪 on 19 May 2023","Super",5,"",0,"black","Single"
"R22S4SDFOYKBOL","Uwe Riedel","Macht Laune eine gute Wahl, Empfehlung","Reviewed in Germany 🇩🇪 on 15 May 2023","Sehr guter Ton",5,"",0,"black","Single"
"R14ECKM3GP6EPS","Doreen Granso","Bin sehr zufrieden mit dem Produkt 😁 ich entfehle sie weiter. Aber das mit dem Akku stimmt nicht aber ist ok 12stunden reichen ja gut aus. 5/5sterne","Reviewed in Germany 🇩🇪 on 30 April 2023","Bewertung",5,"https://m.media-amazon.com/images/I/81zJ564oi6L.jpg",1,"black","Single"
"R3DIN6ABMCFG2G","Braintime","Aufgrund der Bewertungen habe ich mir probehalber gleich 2 Bluetooth-Lautsprecher bestellt, die zugegebenermaßen wg. des doch recht deutlichen Preisunterschiedes vielleicht nicht wirklich vergleichbar sind. Da es aber kaum etwas subjektiveres als Sinneswahrnehmungen gibt, wollte ich mir einfach ein eigenes Bild machen. Der Konkurrent war eine Tribit Stormbox Pro, die zum Kaufzeitpunkt ca. € 50.- weniger als die JBL Charge 5 gekostet hat.Fangen wir mit dem Konkurrenten an, die Stormbox Pro ist wertig verarbeitet, die Bedienung lässt keine Zweifel offen, die Gewichte sind ähnlich. Sie hat den Vorteil, dass sie ""hochkant gestellt wird und somit weniger Platz wegnimmt als die JBL. Zudem ist ihr (leider nicht abnehmbarer) Henkel etwas skurril aber sehr praktisch zum Tragen. Die Boxen kamen bei mit zeitverzögert an, sodass ich die Stormbox nach ihrem Eintreffen als erstes testen konnte. Ich habe dazu meine Spotify-Playlist, hauptsächlich bestehend aus bekannten, alten und neuen Rockklassikern, sowohl hartes Material aber auch viele Balladen wie z. B. Nothing else... von Metallica oder ähnliches. Alles in allem recht anspruchsvolles Material, das es zu bewältigen galt.Nach Verbindung zum Smartphone, die in Sekunden hergestellt ist, macht die Stormbox Pro das auf Anhieb sehr gut, die Höhen und Mitten sind klar verständlich, lösen fein auf, lediglich im Bereich der unteren Mitten wird es etwas nasal, hier dürfte schon einiges an Bassanteil dabei sein. Eben dieser ist ebenfalls sehr ansprechend, immer ausreichend Tiefgang und Volumen, sogar bei teilweise wirklich ""unanständigen"" Lautstärken. Habe mit viel Spaß den ganzen Abend Musik gehört und immer wieder gedacht, dass das Ding für das Geld wirklich sehr ordentlich vorwärts geht.Am nächsten Tag traf dann die JBL ein, auch hier ein wie erwartet guter Eindruck von Verarbeitung, Bedienung, etc. Geringfügig schwerer, vielleicht auch, weil sie etwas unhandlicher zu tragen ist, ihre Form erinnert etwas an einen (kleinen) American Football. Nimmt, wie gesagt, etwas mehr Platz weg als die Stormbox, ist aber insgesamt immer noch klein ""genug"". Beide wären somit optisch infrage gekommen, also musste das Wichtigste entscheiden, ich war dementsprechend gespannt, ob man die fast € 50.- Unterschied auch hört.Tja und was soll ich sagen, das tut man, hier ist einfach das Bessere der Feind des Guten. Höhen und Mitten ähnlich gut wie bei der Stormbox Pro, die Bässe aber aus einer anderen Welt. Hier grummelt es mal, es rollt oder puncht, genau so wie es sein muss, erstaunlich für die geringe Größe. Im direkten Vergleich kann die Stormbox Pro auch gute Bässe bis zu einer bestimmten Grenze, danach wird alles weitere sympathisch ""ausgeblendet"". Also auf keinen Fall schlecht aber mit der JBL geht's eben doch noch deutlich besser. Sie lässt erst nach, wenn die Lautstärke einen Pegel erreicht, der mehr als ungesundfür die JBL aber auch für die/ den Zuhörer ist und Mitten und Höhen ebenfalls zu verzerren beginnen.Somit war für mich die Entscheidung schnell klar, wenn man die JBL gehört hat, kann man mit der Stormbox Pro auch bei € 50.- Preisunterschied kaum glücklich werden, nicht bei meinem Musikgeschmack (Klassik geht übrigens auch sehr gut!). Deshalb ging die gute Stormbox Pro zurück und die bessere JBL ist seitdem jeden Tag im Einsatz und macht viel Spaß.*************************************************************************************************************************Update: Nach einigen Tagen/ Wochen der recht intensiven Nutzung muss ich leider eine Korrektur vornehmen und die Bewertung um einen Stern reduzieren. Wie in einigen Rezensionen bereits angemerkt, kommt die realistische Akku-Laufzeit nicht mal in die Nähe der Herstellerangabe von 20 Stunden. Mit Wohlwollen erreicht sie 8-9 Stunden, was auch bei ab und zu recht hohen Lautstärken nicht akzeptabel ist. Ich würde sie deshalb eigentlich zurückschicken, mache das aber aus 2 Gründen nicht. Der Klang ist für mich das entscheidende Kriterium und 20 Stunden am Stück nutze ich sie nicht, deshalb ist das in der Praxis (bis auf höhere Stromkosten durch häufigeres Laden) für mich nicht wirklich relevant. Ich hätte sie aufgrund des Klangs auch mit einer geringeren Akkulaufzeit gekauft, trotzdem muss für 5 Sterne einfach alles passen, das ist für mich damit nicht der Fall.","Reviewed in Germany 🇩🇪 on 12 January 2022","Das Bessere ist der Feind des Guten",4,"","49","black","Single"
"R1HELJ4NV4S3IS","JB","Wird von mir fast nur im Sprachunterricht eingesetzt, aber zu Hause gibt er auch Musik in sehr guter Qualität wieder.","Reviewed in Germany 🇩🇪 on 29 April 2023","Macht viel Freude.",5,"",0,"black","Single"
"RC63K57FHIFCZ","Holger H.","Absolut überzeugt! Guter Sound, laut für große Räume und tagelanger Akku. Dazu lässt sich noch das Mobiltelefon beim abspielen laden.","Reviewed in Germany 🇩🇪 on 1 May 2023","Tolles Teil!",5,"",1,"black","Single"
"R3J2N7LBF3ZGYN","AccHon","A very good sound device, almost very good.","Reviewed in Germany 🇩🇪 on 7 May 2023","almost very good. A clear advice to buy",5,"",0,"black","Single"
"R1R1XVJB8MY01","Daywalker","Leider ist die Akkuleistung nicht die angegeben istMega Boom 3 um einiges besser!Lautstärke und Klang top besser als Mega Boom 34 Sterne wegen Akku Leider","Reviewed in Germany 🇩🇪 on 10 May 2023","Akku nicht das was angegeben ist",4,"",0,"black","Single"
"R1SL98Y5GVU27I","Maxi","Gute Klang und Akku hält lange","Reviewed in Germany 🇩🇪 on 30 April 2023","Super box",5,"",0,"black","Single"
"R1DBAK5GFBJJSO","Makarina","Sehr gut das Teil","Reviewed in Germany 🇩🇪 on 3 May 2023","Boombastiach",5,"",0,"black","Single"
"R2A3RHJ6YM9XIE","Ebolz","Sehr zufriedenSuper Sound","Reviewed in Germany 🇩🇪 on 1 May 2023","Hammerteil👍👍👍",5,"",0,"black","Single"
"R2B9SHB9JO3JEQ","Sabine Parpart","Entspricht genau den Erwartungen. Für so einen kleinen Lausehrbgute Qualität.","Reviewed in Germany 🇩🇪 on 24 April 2023","Gut wie erwartet",5,"",0,"black","Single"
"R14WBJSNPAE36Z","Leseratte","Diese Box ist nun schon seit einigen Monat bei mir im Einsatz. Und ich nutze sie oft auf volle Lautstärke, da ich sie unter anderem für einen Kinder Tanzkurs in einem größeren Raum nutze.Dafür, dass sie recht klein ist, ist sie überraschend laut und behält dabei eine gute Klangqualität.","Reviewed in Germany 🇩🇪 on 28 March 2023","Eine gute Box für unterwegs",5,"",1,"black","Single"
"R3P6P12ITRCLF7","michael k.","Super Sound","Reviewed in Germany 🇩🇪 on 27 April 2023","Guter Klang",5,"",0,"black","Single"
"RXA2BA2B99D89","CG","Die Box läuft super, toller Sound!!! Was stört: Man spielt Musik über das Handy ab, dann dreht sich die Musik ab, oder wenn man während dem Musik hören auf einer Seite mit ""Sound"" surft, dann wird die aktuell spielende Musik unterbrochen und der ""Sound"" der angesurften Seite abgespielt... nervig. Wasserdicht? keine Ahnung... Ich werde eine Box um ca. 160 Euro nicht ins Wasser werfen...","Reviewed in Germany 🇩🇪 on 6 April 2023","Die Party kann kommen",4,"","3","black","Single"
"R23IURIB8VMUDS","Markus Sackmann","Gerät funktioniert super - Klangqualität auch super","Reviewed in Germany 🇩🇪 on 21 April 2023","Super Gerät",5,"",0,"black","Single"
"R306DZZBUF7BJB","Frank von Pless","Top Produkt","Reviewed in Germany 🇩🇪 on 22 April 2023","Top Produkt",5,"",0,"black","Single"
"R2E0LFA0FJX8L8","Kunde","Klang super!","Reviewed in Germany 🇩🇪 on 23 April 2023","Toller sound",5,"",0,"black","Single"
"R1QMFEZLDEI5MN","R. Müller","Ich hatte schon den Charge 3 und war mit diesem schon recht zufrieden. Aber der 5 ist sowohl optisch als auch klanglich deutlich besser.","Reviewed in Germany 🇩🇪 on 2 April 2023","Sovereign",5,"",0,"black","Single"
"R2JT39HGRSPQMO","I. Jakobi","Das größte Problem des JBL Charge 5 war für mich die Konkurrenz in der Black-Friday-Woche: Der Lautsprecher ist gut, hierüber wurde in den anderen Rezensionen hinreichend ausführlich berichtet. Ich habe ihn und den Motion Boom von Anker gekauft, für den direkten Vergleich. Was den Klang betrifft - und nur darum sollte es gehen - konnte ich mich wirklich nicht so Recht entscheiden. Beide hatten ihre Stärken und Schwächen, wobei der Anker bei der Breite der Darstellung im Vorteil war: Während der JBL eher die punktförmige Soundquelle war, fächerte der Anker die akustische Darstellung besser auf. Aber das waren alles nur Nuancen. So waren die Piraten der Karibik des Prager Symphonie Orchesters eher neben- als hintereinander aufgestellt - für eine einzige Bluetooth-Box schon ansprechend, wenngleich die Trennung der Höhen von den gehobenen Mitten beim JBL etwas sauberer ausfiel. Bei den knackigen Bässen von Russel Gunns ""Sybil's Blues"" war der JBL jedoch eindeutig überfordert. Für mich fiel die Entscheidung angesichts der für mich nicht klar auslotbaren Klangvorteile nach dem Preis. Der JBL kostet am Black Friday mehr als das Doppelte des Anker. Sorry JBL, dann seid Ihr raus.","Reviewed in Germany 🇩🇪 on 26 November 2022","Eine Frage des Preises",5,"","9","black","Single"
"RMWALSSS5WOJQ","Kevin","Für ruhige Abende am Lagerfeuer mit einem Bier super zu gebrauchen. Die Tonqualität ist top, so wie man es von JBL gewohnt ist. Preis-Leistung 10/10","Reviewed in Germany 🇩🇪 on 4 April 2023","Bin zufrieden!",4,"",0,"black","Single"
"RB8J0VYQ51V15","Birgit Baumeister","Toller Sound,","Reviewed in Germany 🇩🇪 on 13 April 2023","Super",5,"",1,"black","Single"
"R1B0FC00PKYO5E","Brückner","Leichte, kraftvolle Box. Sehr gutes Klangerlebnis. Fürs handy gekauft. Im Regen oder Wasser noch nicht getestet.","Reviewed in Germany 🇩🇪 on 30 March 2023","Unerwartet sauberer und schöner Raumklang",5,"",0,"black","Single"
"R13N1VODJ12CZ3","Angela Butschke","Super produkt","Reviewed in Germany 🇩🇪 on 8 April 2023","Alles gut gelaifen",5,"",1,"black","Single"
"R8A395O11UW39","Waldemar","Verbindung ist stets stabil. Das Gerät ist gut verarbeitet. Keine negativen Sachen soweit aufgefallen.","Reviewed in Germany 🇩🇪 on 26 March 2023","Kann ich empfehlen",5,"",0,"black","Single"
"R3BUUSH8WUTP36","R A","Acting as both a speaker and a powerbank, the device has 2 connections. One USB-C for ""IN"" and one regular USB-A for ""OUT"". The IN and OUT refer only to power. No USB charger included, that's on you. One USB-A to USB-C cable is included. Charging your phone works but again you need your own cable if your phone doesn't use a USB-C connection.When purchasing this article, Amazon suggested a USB-C to AUX cable that would have allowed connecting the speaker via JACK to devices that don't have bluetooth. Sadly, this feature didn't work. After searching for it online, it seems like this model of the speaker only possesses bluetooth connection and audio IN via AUX/JACK is not possible. In addition, the speaker has MONO sound, not STEREO, which makes for a lesser quality experience.Overall, it's a good product with a sturdy build but has some caveats.","Reviewed in Germany 🇩🇪 on 23 November 2022","Good build and sound but...",4,"","3","black","Single"
"R3AA3IDYJZSEP0","Kull Birgit","Echt toll","Reviewed in Germany 🇩🇪 on 2 April 2023","Cooler Sound",5,"",0,"black","Single"
"R1ZHJ24VTK4C1P","Jaqueline Grüßer","Wie immer bei JBL, sehr guter Sound.Bass und Stimmenklang ist stark und klar.Hätte nicht gedacht dass das kleine Ding so viel in sich stecken hat, aber sind bisher sehr zufrieden damit.Für Partys echt prima oder zum Musik hören auf der Arbeit mit Kollegen.Nur zu empfehlen!","Reviewed in Germany 🇩🇪 on 27 February 2023","Sehr gute Box für einen guten Preis",5,"",1,"black","Single"
"R1EEP6ODZAUZ1R","Leon S.","Ich habe mittlerweile so ziemlich alle Flaggschiffe der Lautsprecher-Industrie ausprobiert und bin mit der Charge 5 auf meinen Favoriten bezüglich Preis/Leistung gestoßen. Er ist in seiner Größe und Form kompakt und somit gut für Unterwegs. Die Tonqualität ist für die Größe und den Preis beeindruckend. Typisch Harman-Kardon kriegt man über die seitlichen Radiatoren einen vernünftigen Bass, sehr gute Mitten und klare Höhen. Einzig die neu erschienene Soundboks Go ist - und zwar um Welten - tiefer und einfach ""mächtiger"" im Sounddesign. Aber diese ist eben auch 4 Mal so teuer.Das Design ist typisch JBL, was praktisch für die Unterwegs ist, da Flecken und Dreck einfach von der Oberfläche abzureißen (meine Box ist schwarz) sind. Ich habe nach fast einem Jahr intensiver Benutzung (im Durchschnitt bestimmt 3 Stunden am Tag) keine Probleme mit der Langlebigkeit der Box bzw. der Akkulaufzeit. Schätzungsweise liegt die bei 15 Stunden bei moderater Lautstärke.Alles in einem ein Lautsprecher mit dem man definitiv nichts falsch macht. Wer eine kompaktere Box haben will kann sich an den JBL Flip-Modellen bedienen, wer etwas mehr ""Wucht"" im Sounddesign haben will an der JBL Extreme Reihe.Von meiner Seite aus nur zu empfehlen!","Reviewed in Germany 🇩🇪 on 24 September 2022","Bestes Preis/Leistungs-Verhältnis",5,"","18","black","Single"
"R3S2CKTHC57C87","Dejan Stojanovic","Habe meine Teufel BAMSTER PRO gegen die JBL CHARGE 5 eingetauscht.War eigentlich  mit der Teufel recht zufrieden, da ich keine großen Ansprüche habe. Warum ich letztendlich dann doch eine neue Box ausprobiert habe, liegt an der Tatsache, dass die BAMSTER PRO nur für Indoor Sinn macht, weil sie weder staubgeschützt ist, noch spritzwasserfest, geschweige denn wasserdicht. Eigentlich sogar in allen Belangen sehr empfindlich. Und da wir bald Strandurlaub machen, brauche ich eine strapazierfähige Box, die auch problemlos im heimischen Garten auf den Boden gelegt werden kann.Okay, deswegen musste eine Neue her. Dass die JBL hier natürlich die Richtigere ist, war mir klar. Aber was mir nicht klar war, ist, dass sie die Teufel in Sachen Tonqualität in den Sack steckt, und zwar sehr deutlich. Das hat mich deswegen überrascht, weil die BAMSTER PRO von Haus aus teurer war und auch eine ""Raumklangerweiterung"" als Zuschaltfunktion hat, die nicht bei jedem Song gut klingt, jedoch in vielen Fällen recht ansprechend ist. Die  CHARGE 5 hat nichts dergleichen; braucht sie aber auch nicht. Sie klingt voller, klarer und auch in hohem Lautstärkenbereich souveräner.Fazit:Für das Geld bekommt man eine wirklich sehr gute Box, die sehr gut klingt, cool aussieht und robust ist.","Reviewed in Germany 🇩🇪 on 7 July 2022","Im direkten Vergleich deutlich besser",4,"","5","black","Single"
"R2J026GKQBJKO3","Alex","Jbl bester Sound kauf ich immer wieder ♥️✌️","Reviewed in Germany 🇩🇪 on 22 March 2023","Geil",5,"",0,"black","Single"
"R1KQFZ5ROVAO1","Stefan","You cannot go wrong with it. Best Option for this Budget for sure!","Reviewed in Germany 🇩🇪 on 18 March 2023","Best speaker✌️",5,"",0,"black","Single"
"R34ADO1H1L0HMG","Rk","Hab die jbl Charge 5 jetzt gut1jahr. Vorher die flip.Die war ein Reinfall.Kann nur sagen, die Charge 5 hat nen super Sound,sie liebt aber mehr das draußen. Urlaub oder Terrasse. Meine Nachbarn verzweifeln. Hat ordentlich Druck. 95db.Akku bei voller Leistung auch nicht besser wie bei Teufel...... Nach 2-4 Std is Feierabend.is aber normal. am Strand würde nach 15 min die Polizei kommen. Die hat einfach Dampf!!Bei. Ich sag mal normaler Lautstärke. Locker20 Std. Wie angegeben. Wenn man eine E karre kauft und mit 80km/h den Verkehr aufhält hält der Akku auch länger. Mit Vollgas ist nach gut 100km  Schluß.So muß man sich das vorstellen. Deshalb klare kauf empfehlung. Ach ja. Ich bin nicht gekauft für diesen Kommentar!!!!","Reviewed in Germany 🇩🇪 on 17 December 2022","Geile box",5,"","5","black","Single"
